,site_id,site_name,location_type,latitude,longitude,parameter,Parameter_name,start_date,end_date,ratified_to,zone,agglomeration,local_authority
1016,ORCH2,S Cambs Orchard Park School 2,Urban Background,52.233313,0.115403,PM2.5,PM2.5 particulate matter (Hourly measured),2019-07-05,2023-04-05,2023-04-05,Eastern,,South Cambridgeshire
1017,ECC3,Salford Eccles (CC),Urban Industrial,53.48485,-2.334189,O3,Ozone,2014-06-01,2015-01-23,2015-01-23,North West & Merseyside,Greater Manchester Urban Area,Salford
1018,M60,Salford M60,Urban Traffic,53.503784,-2.381239,O3,Ozone,1999-12-20,ongoing,2023-12-31,North West & Merseyside,,Salford
1025,SAL001,Salford Regent Road,Urban Traffic,53.475889,-2.263928,NO,Nitric oxide,2023-09-07,ongoing,2023-12-31,North West & Merseyside,Greater Manchester Urban Area,Salford
1028,WIL4,"Salisbury, Exeter Street",Urban Traffic,51.065247,-1.793793,NO,Nitric oxide,2014-01-01,ongoing,2023-12-31,South West,,Wiltshire
1032,HF9,Sands End,Urban Traffic,51.46607,-0.191325,O3,Ozone,2023-02-10,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hammersmith and Fulham
1039,HF3,Scrubs Lane,Urban Traffic,51.53089,-0.237011,NO,Nitric oxide,2005-03-30,2005-10-27,2005-10-27,Greater London,Greater London Urban Area,Hammersmith and Fulham
1043,CT1,Senator House,Urban Background,51.511491,-0.095807,O3,Ozone,2001-10-10,2012-08-31,2012-08-31,Greater London,Greater London Urban Area,City of London
1048,HF4,Shepherds Bush Town Centre,Urban Traffic,51.504563,-0.22467,NO,Nitric oxide,2011-10-31,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hammersmith and Fulham
1053,SSE012,Slough - Bower Way LP1 (sensor),Urban Traffic,51.517468,-0.645216,O3,Ozone,2020-06-08,2021-06-11,Never,South East,,Slough
1059,SSE011,Slough - Brighton Spur LP3 (sensor),Urban Traffic,51.532684,-0.622165,O3,Ozone,2020-06-15,2021-06-11,Never,South East,,Slough
1065,SSE014,Slough - Cinder Track LP37 (sensor),Urban Traffic,51.531106,-0.610386,O3,Ozone,2020-06-15,2021-06-11,Never,South East,,Slough
1071,SSE001,Slough - Dennis Way LP11 (sensor),Urban Traffic,51.516292,-0.649407,O3,Ozone,2020-06-08,2021-06-11,Never,South East,,Slough
1075,SSE004,Slough - Erica Close LP3 (sensor),Urban Traffic,51.516814,-0.643819,O3,Ozone,2020-06-08,2021-06-11,Never,South East,,Slough
1079,SSE008,Slough - Francis Way LP13 (sensor),Urban Traffic,51.517815,-0.652543,O3,Ozone,2020-06-08,2021-06-11,Never,South East,,Slough
1085,SSE005,Slough - Hatton Avenue LP13 (sensor),Urban Traffic,51.53085,-0.609809,O3,Ozone,2020-06-15,2021-06-11,Never,South East,,Slough
1089,SSE013,Slough - Hatton Avenue LP3 (sensor),Urban Traffic,51.531156,-0.609852,O3,Ozone,2020-06-15,2021-06-11,Never,South East,,Slough
1095,SSE010,Slough - Monksfield Way LP19 (sensor),Urban Traffic,51.533792,-0.625174,O3,Ozone,2020-06-15,2021-06-11,Never,South East,,Slough
1101,SSE002,Slough - Monksfield Way LP20 (sensor),Urban Traffic,51.533681,-0.624734,O3,Ozone,2020-06-08,2021-06-11,Never,South East,,Slough
1105,SSE015,Slough - Reference Location (sensor),Urban Traffic,51.481013,-0.510396,O3,Ozone,2020-06-23,2021-06-11,Never,South East,,Slough
1111,SSE006,Slough - St Andrews Way LP12 (sensor),Urban Traffic,51.517104,-0.649794,O3,Ozone,2020-06-08,2021-06-11,Never,South East,,Slough
1117,SSE009,Slough - The Hawthorns LP1 (sensor),Urban Traffic,51.480748,-0.510797,O3,Ozone,2020-06-15,2021-06-11,Never,South East,,Slough
1123,SSE007,Slough - The Hawthorns LP10 (sensor),Urban Background,51.481687,-0.50929,O3,Ozone,2020-06-15,2021-06-11,Never,South East,,Slough
1129,SSE003,Slough - The Hawthorns LP2 (sensor),Urban Traffic,51.480895,-0.510556,O3,Ozone,2020-06-15,2021-06-11,Never,South East,,Slough
1133,SLH11,Slough Brands Hill London Road,Urban Traffic,51.48959,-0.537391,NO,Nitric oxide,2017-08-30,ongoing,2023-12-31,South East,,Slough
1137,SLH7,Slough Chalvey,Urban Traffic,51.502202,-0.608653,NO,Nitric oxide,2005-07-20,2021-10-27,2021-10-27,South East,,Slough
1140,SLH3,Slough Colnbrook,Urban Background,51.480973,-0.510398,NO,Nitric oxide,2000-10-19,2022-03-16,2022-03-16,South East,,Slough
1144,SLH6,Slough Colnbrook Osiris,Urban Background,51.480973,-0.510398,PM10,PM10 particulate matter (Hourly measured),2005-01-17,2020-02-18,2020-02-18,South East,,Slough
1148,SLH5,Slough Lakeside 1 Osiris,Urban Background,51.484326,-0.5085,PM10,PM10 particulate matter (Hourly measured),2005-02-22,2020-02-18,2020-02-18,South East,,Slough
1152,SLH8,Slough Lakeside 2,Urban Background,51.487764,-0.502656,NO,Nitric oxide,2007-06-22,ongoing,2023-12-31,South East,,Slough
1156,SLH9,Slough Lakeside 2 Osiris,Urban Background,51.487764,-0.502656,PM10,PM10 particulate matter (Hourly measured),2007-07-12,ongoing,2023-12-31,South East,,Slough
1159,SLH13,Slough Spackmans Way,Urban Traffic,51.502769,-0.611847,NO,Nitric oxide,2021-09-29,ongoing,2023-12-31,South East,,Slough
1163,SLH14,Slough Station Road Langley,Urban Traffic,51.505401,-0.543999,NO,Nitric oxide,2022-11-02,ongoing,2023-12-31,South East,,Slough
1166,SLH4,Slough Town Centre A4,Urban Background,51.511599,-0.607794,NO,Nitric oxide,2000-11-15,2019-11-18,2019-11-18,South East,,Slough
1170,SLH10,Slough Town Centre Wellington Street,Urban Traffic,51.508633,-0.583296,NO,Nitric oxide,2017-08-31,ongoing,2023-12-31,South East,,Slough
1173,SLH12,Slough Windmill Bath Road,Urban Traffic,51.51223,-0.610393,NO,Nitric oxide,2017-08-30,ongoing,2023-12-31,South East,,Slough
1177,HEN,SODC Henley,Urban Traffic,51.536552,-0.903958,NO,Nitric oxide,2006-12-01,ongoing,2023-12-31,South East,,South Oxfordshire
1180,WD1,SODC Wallingford,Urban Traffic,51.601041,-1.12355,NO,Nitric oxide,2012-01-01,ongoing,2023-12-31,South East,,South Oxfordshire
1183,WAT,SODC Watlington,Urban Traffic,51.645112,-1.004394,NO,Nitric oxide,2012-05-16,ongoing,2023-12-31,South East,,South Oxfordshire
1186,HB123,South Beds Dunstable,Urban Background,51.885556,-0.520833,NO,Nitric oxide,2000-10-02,2010-04-28,2010-04-27,Eastern,,Central Bedfordshire
1190,GX,South Bucks Gerrards Cross,Urban Traffic,51.574108,-0.533309,NO,Nitric oxide,2001-04-01,2017-03-31,2017-03-31,South East,,South Buckinghamshire
1194,GIRT,South Cambs Girton Rd,Urban Traffic,52.225556,0.087222,NO,Nitric oxide,2011-12-13,2022-05-18,2022-05-18,Eastern,,South Cambridgeshire
1199,MONK,South Holland Spalding Monkhouse School,Urban Background,52.785625,-0.175053,NO,Nitric oxide,2003-03-07,ongoing,2023-12-31,East Midlands,,South Holland
1203,SHOL,South Holland Westmere School,Rural Background,52.772975,0.181633,O3,Ozone,1998-07-14,ongoing,2023-12-31,East Midlands,,South Holland
1208,SNCD,South Norfolk Cringleford,Urban Traffic,52.604259,1.234645,NO,Nitric oxide,2012-03-20,2013-03-20,2013-02-28,Eastern,,South Norfolk
1211,SE002,Southend Bell Junction,Urban Traffic,51.557127,0.699421,NO,Nitric oxide,2020-02-09,2022-02-14,2022-02-14,Eastern,Southend Urban Area,Southend-on-Sea
1216,SE001,Southend Victoria Avenue,Urban Traffic,51.550711,0.70337,NO,Nitric oxide,2019-05-09,2020-07-07,2020-07-07,Eastern,Southend Urban Area,Southend-on-Sea
1219,VS005,Spelthorne knowle Green (sensor),Urban Background,51.429762,-0.499878,O3,Ozone,2020-01-01,2021-03-25,2021-03-25,Greater London,Greater London Urban Area,Spelthorne
1225,VS001,Spelthorne Shepperton Squire's Bridge Road (sensor),Urban Traffic,51.406328,-0.462168,O3,Ozone,2020-01-01,2021-03-09,2021-03-09,Greater London,Greater London Urban Area,Spelthorne
1231,SBC01,Spelthorne Sunbury Cross,Urban Background,51.42025,-0.418515,NO,Nitric oxide,2017-01-10,ongoing,2023-12-31,Greater London,Greater London Urban Area,Spelthorne
1237,HB124,St Albans Fleetville,Urban Background,51.752778,-0.313056,O3,Ozone,1996-07-07,2011-03-29,2011-03-29,Eastern,,St Albans
1244,STALB003,St Albans Folly Lane (sensor),Urban Traffic,51.756069,-0.342809,NO2,Nitrogen dioxide,2023-02-02,ongoing,2023-12-31,Eastern,,St Albans
1248,STALB001,St Albans Holywell Hill (sensor),Urban Traffic,51.750891,-0.33991,NO2,Nitrogen dioxide,2023-02-27,ongoing,2023-04-05,Eastern,,St Albans
1252,STALB002,St Albans Verulam Road (sensor),Urban Traffic,51.751359,-0.341046,NO2,Nitrogen dioxide,2023-02-14,ongoing,2023-12-21,Eastern,,St Albans
1256,STS004,St Johns Avenue/Canning St - Hebburn (sensor),Urban Traffic,54.970987,-1.518015,NO2,Nitrogen dioxide,2024-03-15,ongoing,Never,North East,Tyneside,South Tyneside
1260,SBPC007,Staines Bus Station Bus Stand 1 (sensor),Urban Traffic,51.433,-0.508792,NO2,Nitrogen dioxide,2022-11-07,2022-11-16,Never,Greater London,Greater London Urban Area,Spelthorne
1264,HB005,Stevenage Lytton Way,Urban Traffic,51.900528,-0.205111,NO,Nitric oxide,2000-01-01,2018-07-02,2018-07-02,Eastern,,Stevenage
1269,HB015,Stevenage St Georges Way,Urban Traffic,51.903594,-0.200044,NO,Nitric oxide,2018-11-20,2021-11-01,2021-11-01,Eastern,,Stevenage
1273,HB017,Stevenage St Georges Way South,Urban Traffic,51.903121,-0.199343,NO,Nitric oxide,2021-11-04,ongoing,2023-12-31,Eastern,,Stevenage
1277,STK7,Stockport Cheadle A34,Urban Traffic,53.391717,-2.22628,NO,Nitric oxide,2016-04-01,ongoing,2023-12-31,North West & Merseyside,Greater Manchester Urban Area,Stockport
1281,STK5,Stockport Hazel Grove,Urban Traffic,53.38547,-2.129559,O3,Ozone,2013-01-01,2015-12-31,2015-12-31,North West & Merseyside,Greater Manchester Urban Area,Stockport
1286,STK6,Stockport Shaw Heath 2,Urban Background,53.403056,-2.161111,NO,Nitric oxide,2007-10-01,2011-02-06,2011-02-06,North West & Merseyside,Greater Manchester Urban Area,Stockport
1292,AIY004,Stokenchurch Primary School (sensor),Suburban Background,51.6593,-0.896644,NO2,Nitrogen dioxide,2023-06-08,ongoing,2023-12-31,South East,,Wycombe
1295,SUN4,Sunderland Trimdon Street,Urban Traffic,54.907415,-1.394195,NO,Nitric oxide,2015-07-01,2018-06-30,2018-06-30,North East,,Sunderland
1299,TS001,Tameside A635 Manchester Road,Urban Traffic,53.482437,-2.113912,NO,Nitric oxide,2020-09-11,ongoing,2023-12-31,North West & Merseyside,Greater Manchester Urban Area,Tameside
1304,TAM1,Tameside Mottram Moor,Urban Traffic,53.458994,-2.005694,NO,Nitric oxide,2013-09-01,ongoing,2023-12-31,North West & Merseyside,,Tameside
1308,TAME,Tameside Two Trees School,Urban Background,53.445847,-2.098802,O3,Ozone,1998-12-09,2012-09-17,2012-10-31,North West & Merseyside,Greater Manchester Urban Area,Tameside
1313,NEW1,Tant Avenue,Urban Background,51.514764,0.011989,O3,Ozone,1998-07-01,2003-03-14,2003-03-14,Greater London,Greater London Urban Area,Newham
1320,CT3,The Aldgate School,Urban Background,51.513873,-0.077736,NO,Nitric oxide,2003-01-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,City of London
1325,HB125,Three Rivers Rickmansworth,Urban Background,51.639167,-0.476944,NO,Nitric oxide,1999-02-28,2011-11-01,2011-09-01,Greater London,Greater London Urban Area,Three Rivers
1329,GOS1,Tichborne Way,Urban Traffic,50.821611,-1.163939,NO,Nitric oxide,2012-05-16,2019-06-30,2019-06-30,South East,Portsmouth Urban Area,Gosport
1333,TH004,Tower Hamlets - Blackwall,Urban Traffic,51.515046,-0.008418,O3,Ozone,2006-09-08,ongoing,2023-12-31,Greater London,Greater London Urban Area,Tower Hamlets
1343,TH005,Tower Hamlets - King Edward Memorial Park,Urban Traffic,51.509477,-0.050541,NO,Nitric oxide,2023-05-03,ongoing,2023-12-31,Greater London,Greater London Urban Area,Enfield
1347,TH001,Tower Hamlets - Millwall Park,Urban Background,51.489134,-0.012977,O3,Ozone,2015-07-06,ongoing,2023-12-31,Greater London,Greater London Urban Area,Tower Hamlets
1352,TH2P,Tower Hamlets - Roadside,Urban Traffic,51.52253,-0.042155,PM2.5,PM2.5 particulate matter (Hourly measured),2019-04-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,Tower Hamlets
1353,TH002,Tower Hamlets - Victoria Park,Urban Background,51.540519,-0.033307,NO,Nitric oxide,2012-07-25,ongoing,2023-12-31,Greater London,Greater London Urban Area,Tower Hamlets
1359,TRF2,Trafford A56,Urban Traffic,53.442476,-2.311421,NO,Nitric oxide,2004-09-03,ongoing,2023-12-31,North West & Merseyside,Greater Manchester Urban Area,Trafford
1363,TRAF,Trafford Moss Park,Urban Background,53.448876,-2.320941,NO,Nitric oxide,1998-11-01,ongoing,2023-12-31,North West & Merseyside,Greater Manchester Urban Area,Trafford
1368,TRF3,Trafford Wellacre Academy,Urban Background,53.446366,-2.396556,NO,Nitric oxide,2013-09-20,ongoing,2023-12-31,North West & Merseyside,Greater Manchester Urban Area,Trafford
1371,CT8,Upper Thames Street,Urban Traffic,51.509544,-0.087357,PM10,PM10 particulate matter (Hourly measured),2007-06-04,2021-09-13,2021-09-13,Greater London,Greater London Urban Area,City of London
1372,AB001,VofWH Abingdon Stert St 2,Urban Traffic,51.671198,-1.2814,NO,Nitric oxide,2006-11-09,ongoing,2023-12-31,South East,,Vale of White Horse
1375,WAK01,Wakefield Castleford,Urban Traffic,53.722097,-1.344423,NO,Nitric oxide,2019-01-01,ongoing,2023-12-31,Yorkshire & Humberside,,Wakefield
1378,WAK04,Wakefield City - Newton Bar,Suburban Background,53.691969,-1.505749,NO,Nitric oxide,2019-01-01,ongoing,2023-12-31,Yorkshire & Humberside,West Yorkshire Urban Area,Wakefield
1381,WAK03,Wakefield City - Park Street,Urban Traffic,53.678739,-1.491022,NO,Nitric oxide,2019-01-01,ongoing,2023-12-31,Yorkshire & Humberside,West Yorkshire Urban Area,Wakefield
1387,CT6,Walbrook Wharf,Urban Traffic,51.510499,-0.091634,NO,Nitric oxide,2007-05-22,2023-01-08,2023-01-08,Greater London,Greater London Urban Area,City of London
1390,WL4,Waltham Forest Crooked Billet,Urban Traffic,51.601728,-0.016442,NO,Nitric oxide,2007-11-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,Waltham Forest
1394,WL1,Waltham Forest Dawlish Rd,Urban Background,51.562376,-0.004898,NO,Nitric oxide,1998-08-21,ongoing,2023-12-31,Greater London,Greater London Urban Area,Waltham Forest
1400,WL5,Waltham Forest Leyton,Urban Background,51.556239,-0.013628,NO,Nitric oxide,2007-09-20,ongoing,2023-12-31,Greater London,Greater London Urban Area,Waltham Forest
1408,HB126,Watford Roadside,Urban Traffic,51.658889,-0.403333,O3,Ozone,1997-03-13,2007-09-15,2007-09-15,Greater London,Greater London Urban Area,Watford
1413,HB004,Watford Town Hall,Urban Traffic,51.6592,-0.402863,NO,Nitric oxide,1997-04-29,2023-11-27,2023-11-27,Greater London,Greater London Urban Area,Watford
1418,HB001,Welwyn Hatfield,Urban Traffic,51.767563,-0.214824,PM2.5,PM2.5 particulate matter (Hourly measured),2016-04-28,ongoing,2023-12-31,Eastern,,Welwyn Hatfield
1419,HB127,Welwyn Hatfield Council Offices,Urban Background,51.804722,-0.204722,O3,Ozone,2000-11-01,2014-06-24,2014-06-24,Eastern,,Welwyn Hatfield
1423,AIY006,Wendover Wharf Road (sensor),Suburban Background,51.766,-0.740407,NO2,Nitrogen dioxide,2023-06-08,ongoing,2023-12-31,South East,,Aylesbury Vale
1426,WIL10,"Westbury, Slag Lane",Urban Traffic,51.269193,-2.193072,PM10,PM10 particulate matter (Hourly measured),2018-10-01,2019-06-04,Never,South West,,Wiltshire
1430,TON001,"White Cottage Road, Tonbridge (sensor)",Urban Traffic,51.213751,0.284217,NO2,Nitrogen dioxide,2022-11-07,2023-08-10,2023-08-10,South East,,Tonbridge
1433,WIG7,Wigan Centre PM10,Urban Background,53.549444,-2.638056,PM10,PM10 particulate matter (Hourly measured),2007-10-01,2019-08-31,2019-08-31,North West & Merseyside,,Wigan
1434,WIG6,Wigan Leigh 2,Urban Background,53.494375,-2.509592,NO,Nitric oxide,2006-01-01,2012-08-10,2012-08-10,North West & Merseyside,Greater Manchester Urban Area,Wigan
1438,WIG07,Wigan Leigh 3,Urban Traffic,53.497759,-2.518731,NO,Nitric oxide,2020-06-22,ongoing,2023-12-31,North West & Merseyside,Greater Manchester Urban Area,Wigan
1443,WM003,Windsor A332 (sensor),Urban Traffic,51.480205,-0.623808,NO2,Nitrogen dioxide,2024-03-07,ongoing,Never,South East,,Windsor and Maidenhead
1446,WM004,Windsor St Leonards Road (sensor),Urban Traffic,51.470907,-0.629127,NO2,Nitrogen dioxide,2023-12-08,ongoing,Never,South East,,Windsor and Maidenhead
1449,WINN,Wokingham Winnersh,Urban Background,51.431671,-0.877141,NO,Nitric oxide,2000-04-01,2011-03-29,2011-03-29,South East,Reading/Wokingham Urban Area,Wokingham
1453,WOK4,Wokingham Woodward Close,Urban Traffic,51.425339,-0.869947,NO,Nitric oxide,2002-10-01,2012-03-30,2012-03-30,South East,,Wokingham
1457,WIL6,Wootton Bassett High Street,Urban Traffic,51.543526,-1.902119,NO,Nitric oxide,2015-07-14,2021-02-11,2021-02-11,South West,,Wiltshire
1460,HF8,Wormwood Scrubs,Urban Traffic,51.516531,-0.231806,O3,Ozone,2023-06-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hammersmith and Fulham
1467,TON005,"Worrall Drive, Wouldham (sensor)",Urban Traffic,51.343314,0.459586,NO2,Nitrogen dioxide,2022-11-07,2023-08-10,2023-08-10,South East,,Tonbridge
1470,WM002,Wraysbury M25 (sensor),Urban Traffic,51.440672,-0.530105,NO2,Nitrogen dioxide,2024-02-09,ongoing,Never,South East,,Windsor and Maidenhead
1473,WYA04,Wycombe Abbey 4,Urban Background,51.624072,-0.75436,NO,Nitric oxide,2011-01-01,2019-11-24,2019-11-24,South East,,Wycombe
1476,WYA05,Wycombe Abbey 5,Urban Traffic,51.624444,-0.753611,NO,Nitric oxide,2020-07-20,ongoing,2023-12-31,South East,,Wycombe
1479,WHU1,Wycombe Hughenden,Urban Traffic,51.636449,-0.751764,NO,Nitric oxide,2012-02-07,2013-01-01,2012-12-31,South East,,Wycombe
1482,AIY005,Wycombe Millbrook School (sensor),Suburban Background,51.6373,-0.780102,NO2,Nitrogen dioxide,2023-06-08,ongoing,2023-12-31,South East,,Wycombe
1485,WSTO,Wycombe Stokenchurch,Urban Background,51.652503,-0.894158,NO,Nitric oxide,2004-01-01,2023-10-12,2023-10-12,South East,,Wycombe
1488,YK16,York Fulford Road,Urban Traffic,53.937724,-1.07327,NO,Nitric oxide,2015-12-01,ongoing,2023-12-31,Yorkshire & Humberside,,York
1491,YK7,York Gillygate,Urban Traffic,53.96367,-1.08469,NO,Nitric oxide,2015-01-01,ongoing,2023-12-31,Yorkshire & Humberside,,York
1497,YK13,York Heworth Green,Urban Traffic,53.965951,-1.070219,NO,Nitric oxide,2015-01-01,ongoing,2023-12-31,Yorkshire & Humberside,,York
1500,YK8,York Holgate,Urban Traffic,53.954167,-1.094639,NO,Nitric oxide,2004-02-04,ongoing,2023-12-31,Yorkshire & Humberside,,York
1509,YK9,York Lawrence Street,Urban Traffic,53.954663,-1.068241,NO,Nitric oxide,2015-01-01,ongoing,2023-12-31,Yorkshire & Humberside,,York
1512,YK15,York Nunnery Lane,Urban Traffic,53.953411,-1.086275,NO,Nitric oxide,2015-01-01,ongoing,2023-12-31,Yorkshire & Humberside,,York
1515,YK018,York Plantation Drive,Urban Traffic,53.966432,-1.126061,PM10,PM10 particulate matter (Hourly measured),2016-01-01,ongoing,2023-12-31,Yorkshire & Humberside,,York
0,ANG5,Anglesey Brynteg,Rural Industrial,53.307155,-4.274216,PM10,Particulates < 10um (hourly measured),2007-08-01,2022-12-31,2022-12-31,North Wales,,Isle of Anglesey
7,ANG4,Anglesey Coastal Park,Urban Industrial,53.301849,-4.591933,SO2,Sulphur dioxide,2007-06-29,2008-11-27,2008-11-27,North Wales,,Isle of Anglesey
8,AN10,Anglesey Felin Cafnan,Rural Background,53.410479,-4.493642,PM10,Particulates < 10um (hourly measured),2015-12-16,2019-04-29,2019-04-29,North Wales,,Isle of Anglesey
12,ANG6,Anglesey Holyhead,unknown unknown,53.308628,-4.632577,SO2,Sulphur dioxide,2009-05-08,2010-05-11,2010-05-11,North Wales,,Isle of Anglesey
13,ANG2,Anglesey Llynfaes,Rural Industrial,53.290642,-4.406563,PM10,Particulates < 10um (hourly measured),2004-04-06,2022-03-16,2022-03-16,North Wales,,Isle of Anglesey
20,ANG7,Anglesey Penhesgyn,Rural Background,53.244542,-4.200089,PM10,Particulates < 10um (hourly measured),2011-10-07,2012-11-01,2012-11-01,North Wales,,Isle of Anglesey
27,ANG9,Anglesey Penhesgyn 2,Rural Background,53.24528,-4.199496,PM10,Particulates < 10um (hourly measured),2014-01-14,2016-08-05,2016-08-05,North Wales,,Isle of Anglesey
31,ANG11,Anglesey Penhesgyn 3,Rural Industrial,53.24528,-4.199496,PM10,Particulates < 10um (hourly measured),2017-11-13,2022-04-03,2022-06-23,North Wales,,Isle of Anglesey
38,ANG1,Anglesey Penlon,Rural Background,53.159902,-4.345197,PM10,Particulates < 10um (hourly measured),2003-03-04,2007-04-11,2007-04-11,North Wales,,Isle of Anglesey
42,ANG8,Anglesey Wylfa,Rural Background,53.410829,-4.475976,PM10,Particulates < 10um (hourly measured),2013-01-27,2014-01-13,2014-01-13,North Wales,,Isle of Anglesey
56,NPTC-001,Baglan,unknown unknown,51.61828,-3.808355,ETHANE,ethane,2002-01-04,2002-12-30,Never,South Wales,Swansea Urban Area,Neath Port Talbot
83,BECR,Bridgend Ewenny Cross Roundabout,Urban Traffic,51.495407,-3.577778,NO,Nitric Oxide,2011-02-01,2011-12-31,2011-12-31,South Wales,,Bridgend
90,BEPS1,Bridgend Park Street,Urban Traffic,51.505534,-3.585733,NO,Nitric Oxide,2020-12-21,ongoing,2023-12-31,South Wales,,Bridgend
97,CAER,Caerphilly,Urban Background,51.575433,-3.227965,O3,Ozone,2004-03-11,2004-06-09,2004-06-09,South Wales,,Caerphilly
101,CAE5,Caerphilly Blackwood High Street,Urban Traffic,51.666667,-3.194919,NO,Nitric Oxide,2009-01-14,ongoing,2023-12-31,South Wales,,Caerphilly
108,CAE8,Caerphilly Fochriw,Urban Traffic,51.745386,-3.293822,PM10,Particulates < 10um (hourly measured),2012-05-04,ongoing,2023-12-31,South Wales,,Caerphilly
113,CAE10,Caerphilly Islwyn Road Wattsville,Urban Traffic,51.616057,-3.147261,NO,Nitric Oxide,2017-05-15,ongoing,2023-12-31,South Wales,,Caerphilly
119,CAE2,Caerphilly Ton-y-Felin Roadside,Urban Traffic,51.575433,-3.227965,O3,Ozone,2004-07-14,2006-05-04,2006-05-04,South Wales,,Caerphilly
124,CAE3,Caerphilly Town Centre,Urban Traffic,51.575433,-3.227965,O3,Ozone,2007-05-01,2007-11-18,2007-11-18,South Wales,,Caerphilly
129,CAE4,Caerphilly White Street,Urban Traffic,51.573962,-3.218084,NO,Nitric Oxide,2007-11-19,ongoing,2023-12-31,South Wales,,Caerphilly
136,CAR3,Cardiff Briardene,Urban Traffic,51.502222,-3.19659,O3,Ozone,1998-01-01,2008-05-16,2008-05-16,South Wales,Cardiff Urban Area,Cardiff
143,CAR04,Cardiff Castle Street,Urban Traffic,51.48113,-3.18143,NO,Nitric Oxide,2020-10-20,ongoing,2023-12-31,South Wales,Cardiff Urban Area,Cardiff
203,CHEP,Chepstow A48,Urban Traffic,51.638094,-2.678731,NO,Nitric Oxide,2004-09-03,ongoing,2023-12-31,South Wales,,Monmouthshire
215,NTH1,Cimla Road / Victoria Gardens,Urban Traffic,51.659617,-3.801693,NO,Nitric Oxide,2012-07-20,ongoing,2023-12-31,South Wales,Swansea Urban Area,Neath Port Talbot
239,FFES,Ffestiniog Railway,unknown unknown,52.924084,-4.126635,SO2,Sulphur dioxide,2011-04-15,2012-01-17,2012-01-17,Unknown,,Gwynedd
243,FLIN,Flintshire,Urban Traffic,53.197601,-3.039291,NO,Nitric Oxide,2003-03-13,2004-03-16,2004-03-16,North Wales,,Flintshire
259,MAWR,Marchlyn Mawr,Rural Background,53.136152,-4.074791,O3,Ozone,1999-07-15,ongoing,2023-12-31,North Wales,,Gwynedd
273,MON,Monmouth,Urban Background,51.8123,-2.711119,O3,Ozone,2002-01-01,2004-08-27,2004-06-30,South Wales,,Monmouthshire
278,CAE7,Nantgarw Road,Urban Traffic,51.57537,-3.231658,NO,Nitric Oxide,2011-10-11,ongoing,2023-12-31,South Wales,,Caerphilly
297,NPT4,Newport M4 Junction 25,Urban Traffic,51.601262,-2.973273,O3,Ozone,2012-06-15,ongoing,2023-12-31,South Wales,,Newport
305,NPT2,Newport Malpas Depot,Urban Background,51.602642,-3.00388,O3,Ozone,2004-06-29,2011-10-31,2011-10-31,South Wales,,Newport
312,NPT1,Newport St Julians Comp School,Urban Background,51.601203,-2.977281,NO,Nitric Oxide,2003-01-14,ongoing,2023-12-31,South Wales,,Newport
324,PEM1,Pembroke Power Station,Urban Industrial,51.688254,-4.993565,O3,Ozone,2013-10-01,2015-12-31,Never,South Wales,,Pembrokeshire
329,PD1,Pontardawe Swansea Road,Urban Traffic,51.719638,-3.853943,NO,Nitric Oxide,2012-07-13,2016-07-11,2016-07-11,South Wales,Swansea Urban Area,Neath Port Talbot
343,PT2,Port Talbot CO,Urban Background,51.579866,-3.761568,CO,Carbon Monoxide,1998-06-01,2006-12-31,2006-12-31,South Wales,Swansea Urban Area,Neath Port Talbot
344,PT7,Port Talbot Docks,Urban Background,51.590233,-3.786049,PM10,Particulates < 10um (hourly measured),2008-10-13,2018-06-04,2018-06-04,South Wales,Swansea Urban Area,Neath Port Talbot
350,PT6,Port Talbot Dyffryn School,Urban Background,51.572433,-3.751092,PM10,Particulates < 10um (hourly measured),2007-07-16,ongoing,2023-12-31,South Wales,Swansea Urban Area,Neath Port Talbot
357,PTLW,Port Talbot Little Warren,Urban Industrial,51.58493,-3.801069,PM10,Particulates < 10um (hourly measured),2012-01-24,ongoing,2023-12-31,South Wales,,Neath Port Talbot
381,MMF6,Port Talbot Prince Street,Urban Industrial,51.579646,-3.766567,SO2,Sulphur dioxide,2010-01-01,2012-12-31,2011-06-30,South Wales,Swansea Urban Area,Neath Port Talbot
388,MMF6a,Port Talbot Prince Street (FDMS only),Urban Industrial,51.579665,-3.766569,PM10,Particulates < 10um (hourly measured),2012-01-01,2013-12-31,2013-12-31,South Wales,Swansea Urban Area,Neath Port Talbot
389,PT11,Port Talbot Prince Street 2,Urban Industrial,51.579656,-3.766465,PM10,Particulates < 10um (hourly measured),2014-03-17,ongoing,2023-12-31,South Wales,Swansea Urban Area,Neath Port Talbot
398,PT8,Port Talbot Talbot Road,Urban Traffic,51.591479,-3.779197,PM10,Particulates < 10um (hourly measured),2009-01-15,2018-06-04,2018-06-04,South Wales,Swansea Urban Area,Neath Port Talbot
404,PT10,Port Talbot Theodore Road,Urban Traffic,51.589942,-3.772005,PM10,Particulates < 10um (hourly measured),2009-04-01,2018-06-04,2018-06-04,South Wales,Swansea Urban Area,Neath Port Talbot
